ResponseID,response,predicted_category,all_scores,has_protected,has_conflict,has_cross_conflict,validation_summary
22,multibeam echo sounder swath width versus depth profile,Terrain and Bathymetry,"{'Terrain and Bathymetry': 0.4, 'Environmental and Oceanographic Conditions': 0.0, 'Vehicle Capabilities and Constraints': 0.0, 'Navigation and Positioning': 0.2, 'Mission Parameters and Objectives': 0.0, 'Threats and Risk Management': 0.0, 'Historical and Contextual Data': 0.0, 'Data Products and Requirements': 0.4, 'Communications and Control': 0.0, 'Operational Logistics': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
22,multibeam echo sounder swath geo-fix versus depth profile,Terrain and Bathymetry,"{'Terrain and Bathymetry': 0.5, 'Environmental and Oceanographic Conditions': 0.0, 'Vehicle Capabilities and Constraints': 0.0, 'Navigation and Positioning': 0.25, 'Mission Parameters and Objectives': 0.0, 'Threats and Risk Management': 0.0, 'Historical and Contextual Data': 0.0, 'Data Products and Requirements': 0.25, 'Communications and Control': 0.0, 'Operational Logistics': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
23,survey speed versus data quality trade-offs,Vehicle Capabilities and Constraints,"{'Terrain and Bathymetry': 0.0, 'Environmental and Oceanographic Conditions': 0.0, 'Vehicle Capabilities and Constraints': 0.3333333333333333, 'Navigation and Positioning': 0.0, 'Mission Parameters and Objectives': 0.3333333333333333, 'Threats and Risk Management': 0.0, 'Historical and Contextual Data': 0.0, 'Data Products and Requirements': 0.3333333333333333, 'Communications and Control': 0.0, 'Operational Logistics': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
23,survey speed versus signal data quality trade-offs,Vehicle Capabilities and Constraints,"{'Terrain and Bathymetry': 0.0, 'Environmental and Oceanographic Conditions': 0.0, 'Vehicle Capabilities and Constraints': 0.25, 'Navigation and Positioning': 0.0, 'Mission Parameters and Objectives': 0.25, 'Threats and Risk Management': 0.0, 'Historical and Contextual Data': 0.0, 'Data Products and Requirements': 0.25, 'Communications and Control': 0.25, 'Operational Logistics': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
24,unmanned underwater vehicle altitude pitch roll stability,Vehicle Capabilities and Constraints,"{'Terrain and Bathymetry': 0.0, 'Environmental and Oceanographic Conditions': 0.0, 'Vehicle Capabilities and Constraints': 1.0, 'Navigation and Positioning': 0.0, 'Mission Parameters and Objectives': 0.0, 'Threats and Risk Management': 0.0, 'Historical and Contextual Data': 0.0, 'Data Products and Requirements': 0.0, 'Communications and Control': 0.0, 'Operational Logistics': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
24,unmanned underwater vehicle altitude pitch roll stability,Vehicle Capabilities and Constraints,"{'Terrain and Bathymetry': 0.0, 'Environmental and Oceanographic Conditions': 0.0, 'Vehicle Capabilities and Constraints': 1.0, 'Navigation and Positioning': 0.0, 'Mission Parameters and Objectives': 0.0, 'Threats and Risk Management': 0.0, 'Historical and Contextual Data': 0.0, 'Data Products and Requirements': 0.0, 'Communications and Control': 0.0, 'Operational Logistics': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
25,environmental factors eg turbidity seabed composition acoustic interference,Environmental and Oceanographic Conditions,"{'Terrain and Bathymetry': 0.25, 'Environmental and Oceanographic Conditions': 0.5, 'Vehicle Capabilities and Constraints': 0.0, 'Navigation and Positioning': 0.25, 'Mission Parameters and Objectives': 0.0, 'Threats and Risk Management': 0.0, 'Historical and Contextual Data': 0.0, 'Data Products and Requirements': 0.0, 'Communications and Control': 0.0, 'Operational Logistics': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
25,environmental factors eg turbidity seabed composition acoustic interference,Environmental and Oceanographic Conditions,"{'Terrain and Bathymetry': 0.25, 'Environmental and Oceanographic Conditions': 0.5, 'Vehicle Capabilities and Constraints': 0.0, 'Navigation and Positioning': 0.25, 'Mission Parameters and Objectives': 0.0, 'Threats and Risk Management': 0.0, 'Historical and Contextual Data': 0.0, 'Data Products and Requirements': 0.0, 'Communications and Control': 0.0, 'Operational Logistics': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
26,sensor calibration status historical performance,Historical and Contextual Data,"{'Terrain and Bathymetry': 0.0, 'Environmental and Oceanographic Conditions': 0.0, 'Vehicle Capabilities and Constraints': 0.0, 'Navigation and Positioning': 0.0, 'Mission Parameters and Objectives': 0.0, 'Threats and Risk Management': 0.0, 'Historical and Contextual Data': 1.0, 'Data Products and Requirements': 0.0, 'Communications and Control': 0.0, 'Operational Logistics': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
26,sensor calibration status historical performance,Historical and Contextual Data,"{'Terrain and Bathymetry': 0.0, 'Environmental and Oceanographic Conditions': 0.0, 'Vehicle Capabilities and Constraints': 0.0, 'Navigation and Positioning': 0.0, 'Mission Parameters and Objectives': 0.0, 'Threats and Risk Management': 0.0, 'Historical and Contextual Data': 1.0, 'Data Products and Requirements': 0.0, 'Communications and Control': 0.0, 'Operational Logistics': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
