ResponseID,ResponseText,PredictedChild,PredictedParent,ChildScores,ParentScores,has_protected,has_conflict,has_cross_conflict
13,navigation drift confined choke-point waters sensor degradation failure,Physical Processes,Environmental And Oceanographic Conditions,"{'Physical Processes': 1, 'Route And Trajectory': 1, 'Hazards': 1}","{'Environmental And Oceanographic Conditions': 1, 'Navigation And Positioning': 1, 'Threats And Risk Management': 1}",False,False,False
13,navigation drift confined choke-point marine sensor degradation failure,Physical Processes,Environmental And Oceanographic Conditions,"{'Physical Processes': 1, 'Route And Trajectory': 1, 'Hazards': 1}","{'Environmental And Oceanographic Conditions': 1, 'Navigation And Positioning': 1, 'Threats And Risk Management': 1}",False,False,False
14,environmental anomalies eg unexpected currents seabed features,Seafloor Characterization,Environmental And Oceanographic Conditions,"{'Seafloor Characterization': 1, 'Physical Processes': 1, 'Environmental Context': 1}","{'Terrain And Bathymetry': 1, 'Environmental And Oceanographic Conditions': 2}",False,False,False
14,climate anomalies eg unexpected flow seabed features,Seafloor Characterization,Terrain And Bathymetry,{'Seafloor Characterization': 1},{'Terrain And Bathymetry': 1},False,False,False
151,potential likelihood collision,uncategorised,uncategorised,{},{},False,False,False
151,potential likelihood collision,uncategorised,uncategorised,{},{},False,False,False
152,estimated battery completion mission,Objectives,Mission Parameters And Objectives,{'Objectives': 1},{'Mission Parameters And Objectives': 1},False,False,False
152,projection battery completion mission,Objectives,Mission Parameters And Objectives,{'Objectives': 1},{'Mission Parameters And Objectives': 1},False,False,False
153,potential acoustic communications performance issues,Hardware,Vehicle Capabilities And Constraints,"{'Hardware': 1, 'Comms Infrastructure': 1}","{'Vehicle Capabilities And Constraints': 1, 'Communications And Control': 1}",False,False,False
153,potential acoustic communications performance issues,Hardware,Vehicle Capabilities And Constraints,"{'Hardware': 1, 'Comms Infrastructure': 1}","{'Vehicle Capabilities And Constraints': 1, 'Communications And Control': 1}",False,False,False
154,factor damage grounding event occurs,uncategorised,uncategorised,{},{},False,False,False
154,variable damage grounding event occurs,uncategorised,uncategorised,{},{},False,False,False
155,coverage area operations achievable time limitations,Bathymetric Data Products,Terrain And Bathymetry,{'Bathymetric Data Products': 1},{'Terrain And Bathymetry': 1},False,False,False
155,coverage area operations achievable time bound,Bathymetric Data Products,Terrain And Bathymetry,{'Bathymetric Data Products': 1},{'Terrain And Bathymetry': 1},False,False,False
156,potential buoyancy factors water column information,Measurement And Models,Environmental And Oceanographic Conditions,{'Measurement And Models': 1},{'Environmental And Oceanographic Conditions': 1},False,False,False
156,potential buoyancy factors hydrographic column information,uncategorised,uncategorised,{},{},False,False,False
157,total time location surface,uncategorised,uncategorised,{},{},False,False,False
157,total time position surface,uncategorised,uncategorised,{},{},False,False,False
