ResponseID,response,predicted_category,all_scores,has_protected,has_conflict,has_cross_conflict,validation_summary
8,use standard deviation limits define acceptable variance route planning,Terrain And Bathymetry,"{'Terrain And Bathymetry': 0.3333333333333333, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.3333333333333333, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.3333333333333333}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
8,use standard deviation limits define acceptable variance route planning,Terrain And Bathymetry,"{'Terrain And Bathymetry': 0.3333333333333333, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.3333333333333333, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.3333333333333333}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
9,incorporation environmental uncertainty models refine estimations,Environmental And Oceanographic Conditions,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.6666666666666666, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.3333333333333333}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
9,incorporation environmental uncertainty models refine estimations,Environmental And Oceanographic Conditions,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.6666666666666666, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.3333333333333333}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
126,understanding historical performance known defects equipment,Historical And Contextual Data,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 1.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
126,understanding historical performance known defects equipment,Historical And Contextual Data,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.0, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 1.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
127,understanding environmental conditions endurance launch recovery systems mission speed sensor performance rules engagement etc,Environmental And Oceanographic Conditions,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.25, 'Vehicle Capabilities And Constraints': 0.25, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.125, 'Threats And Risk Management': 0.125, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.25, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
127,understanding environmental conditions endurance launch recovery systems mission speed sensor performance rules engagement etc,Environmental And Oceanographic Conditions,"{'Terrain And Bathymetry': 0.0, 'Environmental And Oceanographic Conditions': 0.25, 'Vehicle Capabilities And Constraints': 0.25, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.125, 'Threats And Risk Management': 0.125, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.25, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
128,rules engagement coverage inform timings,Terrain And Bathymetry,"{'Terrain And Bathymetry': 0.5, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.5, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
128,rules engagement coverage inform timings,Terrain And Bathymetry,"{'Terrain And Bathymetry': 0.5, 'Environmental And Oceanographic Conditions': 0.0, 'Vehicle Capabilities And Constraints': 0.0, 'Navigation And Positioning': 0.0, 'Mission Parameters And Objectives': 0.5, 'Threats And Risk Management': 0.0, 'Historical And Contextual Data': 0.0, 'Data Products And Requirements': 0.0, 'Communications And Control': 0.0, 'Operational Logistics': 0.0, 'Estimation And Uncertainty Modeling': 0.0}",False,False,False,"{'valid': 1, 'protected': 0, 'conflict': 0, 'cross_conflict': 0}"
